"lat","lng","city"
30.12488,-81.36577,Ponte Vedra Beach
30.09074,-82.23222,Raiford
29.91412,-81.36417,Saint Augustine
29.75656,-81.30282,Saint Augustine
30.36999,-82.29741,Sanderson
29.93205,-82.11324,Starke
29.92849,-81.52209,Saint Augustine
30.19797,-82.82767,Wellborn
30.01693,-81.40927,Saint Augustine
30.43678,-82.7011,White Springs
30.65851,-81.64478,Yulee
29.1359,-81.52544,Astor
29.44456,-81.36131,Bunnell
29.42664,-81.55649,Crescent City
29.39836,-82.08127,Citra
29.19312,-81.04915,Daytona Beach
29.23351,-81.06727,Daytona Beach
29.21035,-81.00425,Daytona Beach
29.16001,-81.02707,Daytona Beach
29.15802,-81.15732,Daytona Beach
29.10866,-80.97907,Port Orange
29.09773,-81.07467,Port Orange
29.13721,-81.02381,Port Orange
29.15704,-81.34501,De Leon Springs
29.67803,-81.56785,East Palatka
28.97731,-80.92345,Edgewater
29.01061,-81.92036,Eastlake Weir
29.37177,-81.82562,Fort McCoy
29.45252,-81.14025,Flagler Beach
29.58057,-81.22455,Palm Coast
29.37693,-81.61431,Georgetown
29.76274,-81.86306,Florahome
28.92322,-80.90196,Edgewater
29.67899,-81.41973,Hastings
29.63157,-81.79577,Hollister
29.60088,-81.88191,Interlachen
29.46296,-81.58165,Lake Como
28.92456,-81.90528,Lady Lake
28.91629,-81.99374,The Villages
28.81878,-81.98663,The Villages
29.48316,-81.2174,Palm Coast
28.98214,-81.03721,New Smyrna Beach
28.97934,-80.87386,New Smyrna Beach
29.28928,-81.16446,Ormond Beach
29.33216,-81.06327,Ormond Beach
29.69011,-81.70565,Palatka
29.09631,-81.89686,Ocklawaha
29.23437,-81.44521,Pierson
29.50658,-81.60126,Pomona Park
29.50926,-81.94113,Orange Springs
29.57827,-81.55392,San Mateo
29.54991,-81.64819,Satsuma
29.33289,-81.49056,Seville
29.35005,-82.11109,Sparr
29.47605,-81.6647,Welaka
28.9854,-81.89814,Weirsdale
30.32505,-81.64786,Jacksonville
30.33702,-81.67129,Jacksonville
30.31636,-81.68095,Jacksonville
30.30275,-81.72257,Jacksonville
30.35069,-81.63865,Jacksonville
30.29,-81.64018,Jacksonville
30.39351,-81.68245,Jacksonville
30.36141,-81.69573,Jacksonville
30.26491,-81.74746,Jacksonville
30.33276,-81.58428,Jacksonville
30.21916,-81.67869,Jacksonville
30.20749,-81.68334,Jacksonville
30.27891,-81.58305,Jacksonville
30.2394,-81.62722,Jacksonville
30.48673,-81.66959,Jacksonville
30.41815,-81.81367,Jacksonville
30.33693,-81.85335,Jacksonville
30.26043,-81.86764,Jacksonville
30.21651,-81.8293,Jacksonville
30.1549,-81.64821,Jacksonville
30.26815,-81.4642,Jacksonville
30.35768,-81.50592,Jacksonville
30.46444,-81.50999,Jacksonville
30.38792,-81.40571,Jacksonville
30.39158,-81.40022,Jacksonville
30.35943,-81.42098,Atlantic Beach
30.20784,-82.01096,Jacksonville
30.2171,-81.75384,Jacksonville
30.29422,-81.51782,Jacksonville
30.27846,-81.41035,Jacksonville Beach
30.34164,-81.73549,Jacksonville
30.1929,-81.50309,Jacksonville
30.19515,-81.6123,Jacksonville
30.13874,-81.54941,Jacksonville
30.07109,-81.6029,Saint Johns
30.31648,-81.41177,Neptune Beach
30.3728,-81.59465,Jacksonville
30.42701,-84.25799,Tallahassee
30.51237,-84.34386,Tallahassee
30.45346,-84.35314,Tallahassee
30.3337,-84.26977,Tallahassee
30.44227,-84.29455,Tallahassee
30.42173,-84.28686,Tallahassee
30.4781,-84.21968,Tallahassee
30.57174,-84.10128,Tallahassee
30.39924,-84.50694,Tallahassee
30.39647,-84.16843,Tallahassee
30.60421,-84.23996,Tallahassee
30.44168,-84.30287,Tallahassee
30.46746,-84.11442,Tallahassee
29.74232,-85.06938,Apalachicola
30.26196,-84.9891,Bristol
29.89948,-84.62327,Carrabelle
29.89185,-84.6122,Lanark Village
30.65635,-84.79126,Chattahoochee
30.18705,-84.30472,Crawfordville
29.8463,-84.90991,Eastpoint
30.57859,-84.74799,Greensboro
30.45851,-83.6294,Greenville
30.61168,-84.6657,Gretna
30.60677,-84.41249,Havana
30.2612,-84.75835,Hosford
30.26371,-83.86319,Lamont
30.48307,-84.02104,Lloyd
30.45651,-83.42667,Madison
30.48515,-84.47652,Midway
30.44645,-83.91902,Monticello
29.97919,-84.38387,Panacea
30.14416,-83.64268,Perry
29.94808,-83.56762,Perry
30.58662,-83.32242,Pinetta
30.52358,-84.68362,Quincy
30.6499,-84.58535,Quincy
30.1695,-84.21002,Saint Marks
29.85387,-83.40018,Salem
30.09535,-84.54468,Sopchoppy
29.66181,-83.37047,Steinhatchee
30.36506,-84.81238,Telogia
30.35765,-83.98865,Wacissa
30.40162,-84.24426,Tallahassee
30.14477,-85.67448,Panama City
30.05337,-85.55679,Panama City
30.19075,-85.51122,Panama City
30.20002,-85.66869,Panama City
30.20276,-85.7912,Panama City Beach
30.1593,-85.75324,Panama City
30.33447,-85.70516,Panama City
29.94805,-85.41812,Mexico Beach
30.30975,-85.88745,Panama City Beach
30.63637,-85.38123,Alford
30.52973,-85.19308,Altha
30.94496,-85.06073,Bascom
30.38901,-85.08232,Blountstown
30.85538,-85.72225,Bonifay
30.94861,-85.36714,Campbellton
30.71587,-85.79311,Caryville
30.61797,-85.57154,Chipley
30.41872,-85.22562,Clarksville
30.78609,-85.40982,Cottondale
30.71415,-85.07727,Cypress
30.84848,-86.19822,Defuniak Springs
30.65367,-86.11597,Defuniak Springs
30.43315,-85.90694,Ebro
30.51251,-85.41744,Fountain
30.49082,-86.12933,Freeport
30.92025,-85.52588,Graceville
30.68531,-85.00829,Grand Ridge
30.86586,-85.11695,Greenwood
30.23854,-85.65185,Lynn Haven
30.96924,-85.19504,Malone
30.84493,-85.23017,Marianna
30.66663,-85.21616,Marianna
30.27611,-85.20607,Wewahitchka
30.63831,-85.96395,Ponce De Leon
29.84586,-85.3188,Port Saint Joe
30.36527,-86.18429,Santa Rosa Beach
30.77565,-84.94949,Sneads
30.30905,-86.03508,Inlet Beach
30.55753,-85.83241,Vernon
30.6279,-85.58728,Wausau
30.89687,-85.95592,Westville
30.00239,-85.18615,Wewahitchka
30.38618,-85.464,Youngstown
30.42826,-87.22277,Pensacola
30.40928,-87.22636,Pensacola
30.46022,-87.21372,Pensacola
30.48495,-87.19093,Pensacola
30.45575,-87.26082,Pensacola
30.39152,-87.37167,Pensacola
30.34035,-87.37706,Pensacola
30.35614,-87.29866,Pensacola
30.47096,-87.34115,Pensacola
30.4064,-87.29129,Pensacola
30.399,-87.29925,Pensacola
30.53209,-87.22235,Pensacola
30.49824,-87.36543,Pensacola
30.5926,-87.02344,Bagdad
30.88513,-86.696,Baker
30.61329,-87.32561,Cantonment
30.53276,-87.28374,Pensacola
30.96515,-87.34673,Century
30.75399,-86.59491,Crestview
30.78128,-86.46646,Crestview
30.39666,-86.47486,Destin
30.58743,-86.59296,Eglin Afb
30.42801,-86.70441,Hurlburt Field
30.46649,-86.65513,Fort Walton Beach
30.4094,-86.6494,Fort Walton Beach
30.38541,-86.34438,Miramar Beach
30.35165,-87.10906,Gulf Breeze
30.38782,-87.0331,Gulf Breeze
30.72755,-86.7875,Holt
30.89241,-87.14071,Jay
30.4253,-86.8843,Navarre
30.92207,-86.43396,Laurel Hill
30.87085,-87.46792,McDavid
30.40666,-86.72962,Mary Esther
30.80022,-86.98158,Milton
30.67162,-87.20004,Milton
30.73453,-87.37471,Molino
30.50871,-86.4535,Niceville
30.44553,-86.57401,Shalimar
30.50337,-86.50942,Valparaiso
30.60084,-86.97513,Milton
29.64886,-82.32506,Gainesville
29.65305,-82.35054,Gainesville
29.67659,-82.37351,Gainesville
29.68169,-82.44391,Gainesville
29.64524,-82.41923,Gainesville
29.59271,-82.3935,Gainesville
29.76296,-82.27978,Gainesville
29.64077,-82.34326,Gainesville
29.64469,-82.35307,Gainesville
29.81706,-82.49065,Alachua
29.78205,-82.49933,Alachua
29.30659,-82.07553,Anthony
29.53789,-82.52295,Archer
29.75661,-82.86668,Bell
29.426,-82.62936,Bronson
29.89914,-82.31216,Brooker
29.23005,-82.98331,Cedar Key
29.42146,-82.89464,Chiefland
29.65471,-83.16247,Cross City
29.71719,-82.10225,Earleton
29.3646,-82.25419,Fairfield
29.23092,-82.72007,Gulf Hammock
29.56889,-82.08021,Hawthorne
29.62956,-82.22557,Gainesville
29.81845,-82.64155,High Springs
29.50515,-83.24498,Horseshoe Beach
29.74506,-82.40546,Gainesville
29.82533,-81.95287,Keystone Heights
29.84817,-82.41214,La Crosse
29.44986,-82.22187,McIntosh
29.72301,-81.99145,Melrose
29.49484,-82.31084,Micanopy
29.26327,-82.50321,Morriston
29.63666,-82.60015,Newberry
29.58144,-83.08041,Old Town
29.42694,-82.21527,Orange Lake
29.29519,-82.76743,Otter Creek
29.36214,-82.26236,Reddick
29.32519,-83.15995,Suwannee
29.62814,-82.79446,Trenton
29.79086,-82.15367,Waldo
29.39544,-82.46728,Williston
29.92831,-82.42538,Worthington Springs
28.66509,-81.36916,Altamonte Springs
29.04642,-81.6259,Altoona
28.65579,-81.52139,Apopka
28.66255,-81.31403,Casselberry
28.68751,-81.27086,Winter Springs
28.49266,-80.98801,Christmas
28.72917,-81.54103,Apopka
28.8816,-81.3238,Debary
28.66237,-81.4115,Altamonte Springs
29.01775,-81.37802,Deland
29.03454,-81.30452,Deland
29.0506,-81.23284,Deland
28.88368,-81.25061,Deltona
28.8541,-81.68,Eustis
28.65242,-81.34301,Casselberry
28.74565,-81.10563,Geneva
28.89099,-81.73718,Grand Island
28.89831,-81.49317,Eustis
28.90755,-81.18862,Deltona
28.98497,-81.21899,Lake Helen
28.76297,-81.35499,Lake Mary
28.7074,-81.34955,Longwood
28.631,-81.36457,Maitland
28.68565,-80.9208,Mims
28.77954,-81.637,Mount Dora
28.84004,-80.9034,Oak Hill
28.94291,-81.30593,Orange City
28.83883,-81.07239,Osteen
28.66732,-81.20033,Oviedo
28.64761,-81.08124,Oviedo
29.01957,-81.52065,Paisley
28.69577,-81.55795,Plymouth
28.81496,-81.31751,Sanford
28.75264,-81.24659,Sanford
28.76704,-80.8767,Scottsmoor
28.81033,-81.4872,Sorrento
28.77554,-81.72884,Tavares
28.71632,-81.41343,Longwood
28.54672,-80.7841,Titusville
28.97626,-81.7232,Umatilla
28.59977,-81.35235,Winter Park
28.61066,-81.29923,Winter Park
28.62591,-80.84051,Titusville
28.72647,-81.58648,Zellwood
28.542,-81.37343,Orlando
28.55592,-81.34895,Orlando
28.57688,-81.39748,Orlando
28.52981,-81.40614,Orlando
28.5123,-81.36031,Orlando
28.55245,-81.30165,Orlando
28.57932,-81.44342,Orlando
28.46301,-81.38428,Orlando
28.62113,-81.42863,Orlando
28.51624,-81.44516,Orlando
28.4848,-81.32767,Orlando
28.57002,-81.32663,Orlando
28.60075,-81.19511,Orlando
28.59002,-81.2445,Orlando
28.58518,-81.48716,Orlando
28.45565,-81.472,Orlando
28.58493,-81.12127,Orlando
28.38095,-81.47719,Orlando
28.49001,-81.29056,Orlando
28.38991,-81.34471,Orlando
28.53681,-81.24243,Orlando
28.58543,-81.18263,Orlando
28.41399,-81.29032,Orlando
28.53052,-81.17022,Orlando
28.47639,-81.22478,Orlando
28.38643,-81.56732,Orlando
28.47439,-81.14729,Orlando
28.39843,-81.18407,Orlando
28.4948,-81.081,Orlando
28.52182,-81.48473,Orlando
28.41734,-81.51536,Orlando
28.38074,-81.41998,Orlando
28.48833,-81.40689,Orlando
28.58331,-80.63544,Orlando
28.07887,-80.62268,Melbourne
28.10818,-80.58709,Indialantic
28.01,-80.79104,Melbourne
28.03136,-80.59997,Palm Bay
28.01565,-80.68187,Palm Bay
27.95622,-80.69827,Palm Bay
27.90435,-80.65515,Palm Bay
28.44603,-80.58503,Cape Canaveral
28.37252,-80.74279,Cocoa
28.24272,-80.62287,Patrick Afb
28.39051,-80.81773,Cocoa
28.46372,-80.80709,Cocoa
28.32193,-80.62731,Cocoa Beach
28.13532,-80.71153,Melbourne
28.1444,-80.64832,Melbourne
28.17464,-80.61146,Satellite Beach
28.21813,-80.7543,Melbourne
27.75901,-80.61826,Fellsmere
27.92005,-80.55203,Grant
27.9757,-80.57839,Malabar
27.9595,-80.51498,Melbourne Beach
28.31749,-80.66832,Merritt Island
28.45613,-80.69916,Merritt Island
28.29414,-80.77528,Rockledge
27.79364,-80.49135,Sebastian
28.44513,-80.7637,Sharpes
27.64069,-80.40366,Vero Beach
27.5865,-80.38414,Vero Beach
27.71951,-80.39646,Vero Beach
27.68716,-80.70693,Vero Beach
27.71359,-80.46015,Vero Beach
27.58808,-80.50993,Vero Beach
27.75402,-80.45136,Wabasso
27.86198,-80.53721,Sebastian
24.82041,-80.80992,Long Key
26.05939,-80.13637,Dania
25.98531,-80.1466,Hallandale
25.83309,-80.27902,Hialeah
25.86583,-80.30247,Hialeah
25.86209,-80.27032,Hialeah
25.90332,-80.30173,Hialeah
25.94116,-80.31761,Hialeah
25.89361,-80.33186,Hialeah
25.92,-80.39274,Hialeah
26.02346,-80.1236,Hollywood
26.01911,-80.15251,Hollywood
26.02277,-80.18742,Hollywood
26.01385,-80.14407,Hollywood
25.98812,-80.21263,Hollywood
26.02501,-80.24475,Hollywood
25.98737,-80.28134,Hollywood
26.02575,-80.29625,Hollywood
25.98245,-80.34359,Hollywood
26.01852,-80.34488,Pembroke Pines
25.99184,-80.40794,Hollywood
25.4848,-80.50857,Homestead
25.52709,-80.50312,Homestead
25.52963,-80.39234,Homestead
25.47858,-80.4057,Homestead
25.4195,-80.86342,Homestead
25.4216,-80.4036,Homestead
24.9227,-80.6385,Islamorada
25.19779,-80.38634,Key Largo
25.49796,-80.39818,Homestead
24.5855,-81.74904,Key West
24.67481,-81.50717,Summerland Key
24.70563,-81.3587,Big Pine Key
24.72843,-81.03405,Marathon
24.72328,-81.02155,Key Colony Beach
25.90775,-80.25753,Opa Locka
25.94812,-80.27809,Opa Locka
25.94922,-80.24562,Miami Gardens
26.23513,-80.12084,Pompano Beach
26.24101,-80.09399,Pompano Beach
26.25138,-80.21014,Pompano Beach
26.27806,-80.11524,Pompano Beach
26.27318,-80.26029,Coral Springs
26.25347,-80.17753,Pompano Beach
26.307,-80.2257,Pompano Beach
26.21644,-80.21535,Pompano Beach
26.23565,-80.15808,Pompano Beach
25.00873,-80.52501,Tavernier
26.24395,-80.26627,Coral Springs
26.29818,-80.1827,Pompano Beach
26.31788,-80.27431,Pompano Beach
25.77976,-80.19877,Miami
25.7616,-80.14197,Miami Beach
25.80523,-80.31706,Miami
25.7839,-80.23738,Miami
25.78061,-80.30054,Miami
25.81307,-80.20553,Miami
25.77661,-80.20407,Miami
25.7527,-80.20046,Miami
25.76805,-80.20291,Miami
25.76417,-80.18459,Miami
25.77719,-80.17395,Miami
25.72983,-80.24327,Miami
25.75338,-80.2712,Miami
25.76657,-80.23495,Miami
25.78703,-80.20444,Miami
25.81538,-80.17798,Miami
25.85388,-80.17846,Miami
25.78523,-80.15085,Miami Beach
25.81606,-80.13895,Miami Beach
25.85116,-80.14147,Miami Beach
25.80665,-80.25517,Miami
25.70255,-80.29792,Miami
25.76335,-80.31228,Miami
25.75322,-80.23461,Miami
25.72059,-80.27274,Miami
25.85104,-80.23861,Miami
25.72479,-80.16118,Key Biscayne
25.85196,-80.20702,Miami
25.88609,-80.13332,Miami Beach
25.73672,-80.31117,Miami
25.66779,-80.29728,Miami
25.60671,-80.34314,Miami
25.63744,-80.30945,Miami
25.93234,-80.13583,North Miami Beach
25.89357,-80.18285,Miami
25.92845,-80.17844,Miami
25.73437,-80.35862,Miami
25.8253,-80.31049,Miami
25.8848,-80.23631,Miami
25.89318,-80.2093,Miami
25.94298,-80.2147,Miami
25.55827,-80.45313,Miami
25.78655,-80.3623,Miami
25.70163,-80.35765,Miami
25.76199,-80.36029,Miami
25.73435,-80.40621,Miami
25.65876,-80.35919,Miami
25.59703,-80.40458,Miami
25.83578,-80.4213,Miami
25.95821,-80.17981,Miami
25.96145,-80.1415,Miami
25.89717,-80.1531,Miami
25.78252,-80.40182,Miami
25.70047,-80.40578,Miami
25.7597,-80.4066,Miami
25.73035,-80.45448,Miami
25.65565,-80.41062,Miami
25.54889,-80.57638,Miami
25.57314,-80.33929,Miami
25.55734,-80.34897,Miami
25.70175,-80.46672,Miami
25.7163,-80.62799,Miami
25.64505,-80.55524,Miami
26.12128,-80.12745,Fort Lauderdale
26.13845,-80.12166,Fort Lauderdale
26.15375,-80.123,Fort Lauderdale
26.16548,-80.11404,Fort Lauderdale
26.18952,-80.10859,Fort Lauderdale
26.18793,-80.17385,Fort Lauderdale
26.14412,-80.17319,Fort Lauderdale
26.08835,-80.18166,Fort Lauderdale
26.15069,-80.22634,Fort Lauderdale
26.06822,-80.22391,Fort Lauderdale
26.08703,-80.15297,Fort Lauderdale
26.09913,-80.12398,Fort Lauderdale
26.11268,-80.22607,Fort Lauderdale
26.1826,-80.22641,Fort Lauderdale
26.2121,-80.2697,Fort Lauderdale
26.14997,-80.27429,Fort Lauderdale
26.14988,-80.32222,Fort Lauderdale
26.11205,-80.27469,Fort Lauderdale
26.11032,-80.32261,Fort Lauderdale
26.11033,-80.37403,Fort Lauderdale
26.24429,-80.39267,Fort Lauderdale
26.06673,-80.27301,Fort Lauderdale
26.06034,-80.32333,Fort Lauderdale
26.0587,-80.36989,Fort Lauderdale
26.03825,-80.44352,Fort Lauderdale
26.18316,-80.13456,Fort Lauderdale
26.17938,-80.27463,Fort Lauderdale
26.11715,-80.25409,Plantation
26.71805,-80.0685,West Palm Beach
26.8032,-80.07562,West Palm Beach
26.78248,-80.06567,West Palm Beach
26.66774,-80.0584,West Palm Beach
26.66503,-80.09093,West Palm Beach
26.75841,-80.09195,West Palm Beach
26.84115,-80.05677,North Palm Beach
26.7161,-80.0965,West Palm Beach
26.84629,-80.08823,Palm Beach Gardens
26.71517,-80.20305,West Palm Beach
26.80561,-80.21557,West Palm Beach
26.66397,-80.1553,West Palm Beach
26.64829,-80.24943,Wellington
26.66002,-80.12742,West Palm Beach
26.71994,-80.12495,West Palm Beach
26.86077,-80.16641,Palm Beach Gardens
26.53359,-80.08295,Boynton Beach
26.35054,-80.22792,Boca Raton
26.61415,-80.57952,Belle Glade
26.37996,-80.1028,Boca Raton
26.34546,-80.0838,Boca Raton
26.34706,-80.15919,Boca Raton
26.38139,-80.16913,Boca Raton
26.52565,-80.06297,Boynton Beach
26.52423,-80.10758,Boynton Beach
26.51164,-80.14917,Boynton Beach
26.95443,-80.56524,Canal Point
26.54065,-81.04325,Clewiston
26.31096,-80.09885,Deerfield Beach
26.31012,-80.14503,Deerfield Beach
26.45781,-80.08002,Delray Beach
26.4548,-80.1063,Delray Beach
26.45444,-80.18353,Delray Beach
26.59272,-80.2339,Lake Worth
27.05748,-80.1703,Hobe Sound
26.93477,-80.12906,Jupiter
26.61872,-80.05527,Lake Worth Beach
26.61936,-80.09048,Lake Worth
26.58027,-80.07337,Lake Worth
26.59508,-80.12968,Lake Worth
26.59472,-80.17567,Lake Worth
26.98275,-80.1092,Jupiter
26.7832,-80.38063,Loxahatchee
26.9105,-81.19754,Moore Haven
26.53974,-80.18903,Boynton Beach
26.50328,-80.19225,Boynton Beach
26.80109,-80.65305,Pahokee
26.91401,-80.0799,Jupiter
26.93788,-80.26298,Jupiter
26.69796,-80.04075,Palm Beach
26.46157,-80.0638,Delray Beach
26.45432,-80.13434,Delray Beach
26.34729,-80.11449,Boca Raton
26.40991,-80.09169,Boca Raton
26.47559,-80.72306,South Bay
26.40887,-80.16139,Boca Raton
26.39529,-80.21982,Boca Raton
27.76375,-82.27425,Balm
27.95564,-82.29986,Brandon
27.9099,-82.29405,Brandon
28.66849,-82.17143,Bushnell
28.65771,-81.99886,Center Hill
28.79788,-82.0752,Coleman
28.41787,-82.26476,Dade City
28.33503,-82.18383,Dade City
27.97571,-82.2138,Dover
27.90773,-82.17236,Durant
27.82273,-82.37505,Gibsonton
28.84679,-82.18218,Lake Panasoffkee
28.21936,-82.14866,Zephyrhills
28.23029,-82.22073,Zephyrhills
28.23562,-82.17708,Zephyrhills
28.20279,-82.30503,Wesley Chapel
28.25132,-82.37039,Wesley Chapel
28.26578,-82.28832,Wesley Chapel
27.77239,-82.13665,Lithia
28.13788,-82.48184,Lutz
28.1392,-82.44624,Lutz
27.97956,-82.30698,Mango
28.17029,-82.59264,Odessa
28.15871,-82.51597,Lutz
28.15788,-82.41007,Lutz
28.01694,-82.12544,Plant City
28.08858,-82.15595,Plant City
27.99241,-82.1172,Plant City
27.92159,-82.1217,Plant City
27.84429,-82.29069,Riverview
27.69354,-82.45861,Ruskin
27.7659,-82.39999,Apollo Beach
27.72179,-82.36,Sun City Center
28.33811,-82.257,Saint Leo
28.32472,-82.31682,San Antonio
27.86187,-82.34775,Riverview
27.79585,-82.28376,Riverview
28.00637,-82.28959,Seffner
28.74089,-82.03347,Sumterville
28.10087,-82.28698,Thonotosassa
27.94081,-82.24207,Valrico
27.88765,-82.23591,Valrico
28.52675,-82.08613,Webster
27.69531,-82.29025,Wimauma
27.95371,-82.45675,Tampa
27.98526,-82.46458,Tampa
28.01686,-82.45519,Tampa
27.95121,-82.42924,Tampa
27.93209,-82.46493,Tampa
27.96677,-82.51408,Tampa
27.94307,-82.51108,Tampa
27.9972,-82.38015,Tampa
27.89059,-82.50632,Tampa
28.05071,-82.451,Tampa
28.08344,-82.44873,Tampa
28.00619,-82.50598,Tampa
28.00546,-82.58144,Tampa
27.86712,-82.5287,Tampa
28.03893,-82.39327,Tampa
28.07313,-82.49781,Tampa
27.93536,-82.37841,Tampa
28.06112,-82.41172,Tampa
27.8436,-82.50089,Tampa
28.07903,-82.52608,Tampa
28.06807,-82.56016,Tampa
28.06256,-82.61526,Tampa
27.92181,-82.51007,Tampa
28.00769,-82.54614,Tampa
28.02408,-82.61882,Tampa
28.04715,-82.36118,Tampa
28.13401,-82.36017,Tampa
27.7705,-82.63566,Saint Petersburg
27.84567,-82.63251,Saint Petersburg
27.81756,-82.62433,Saint Petersburg
27.79666,-82.63292,Saint Petersburg
27.73641,-82.64265,Saint Petersburg
27.74396,-82.75014,Saint Petersburg
27.74913,-82.72293,Saint Petersburg
27.81192,-82.7933,Saint Petersburg
27.81721,-82.73075,Saint Petersburg
27.7898,-82.73069,Saint Petersburg
27.73884,-82.68845,Saint Petersburg
27.73719,-82.66535,Saint Petersburg
27.78882,-82.67753,Saint Petersburg
27.81696,-82.67794,Saint Petersburg
27.66323,-82.72214,Saint Petersburg
27.8774,-82.65119,Saint Petersburg
27.8084,-82.77451,Bay Pines
27.9793,-82.78007,Clearwater
27.94421,-82.79216,Clearwater
27.98095,-82.7145,Clearwater
27.90535,-82.71389,Clearwater
28.03103,-82.72511,Clearwater
27.89685,-82.67946,Clearwater
28.00298,-82.74347,Clearwater
27.93679,-82.7424,Clearwater
27.97452,-82.74419,Clearwater
27.97022,-82.82329,Clearwater Beach
27.91477,-82.8035,Largo
27.90585,-82.7583,Largo
27.84286,-82.79666,Seminole
27.88156,-82.75594,Largo
27.88275,-82.8278,Largo
27.84975,-82.82634,Seminole
27.85257,-82.76026,Seminole
27.88266,-82.79843,Largo
27.83861,-82.71512,Pinellas Park
27.85964,-82.70901,Pinellas Park
27.88559,-82.84425,Indian Rocks Beach
27.92385,-82.83635,Belleair Beach
28.0401,-81.8947,Lakeland
28.00887,-81.93604,Lakeland
28.09829,-81.91279,Lakeland
28.20291,-81.96597,Lakeland
28.13027,-82.03989,Lakeland
27.97933,-82.01866,Lakeland
27.97262,-81.89304,Lakeland
27.94789,-81.92701,Lakeland
28.04067,-81.99634,Lakeland
28.09041,-81.81267,Auburndale
27.62704,-81.44343,Avon Park
27.81445,-81.51484,Babson Park
27.88234,-81.80565,Bartow
27.62778,-81.92115,Bowling Green
27.78829,-81.97256,Bradley
28.19012,-81.59163,Davenport
28.01851,-81.60956,Dundee
27.97481,-81.75365,Eagle Lake
28.00915,-81.90506,Eaton Park
27.7381,-81.7674,Fort Meade
27.73131,-81.5108,Frostproof
28.08616,-81.58717,Haines City
27.80864,-81.82381,Homeland
28.27594,-81.50824,Intercession City
28.21613,-82.07414,Kathleen
28.11886,-81.73191,Lake Alfred
28.04439,-81.62677,Lake Hamilton
27.25904,-81.37844,Lake Placid
27.90023,-81.58556,Lake Wales
27.85608,-81.41033,Lakeshore
27.79104,-81.35971,Indian Lake Estates
27.85648,-81.42828,Nalcrest
27.35647,-81.16517,Lorida
28.24506,-81.55832,Loughman
27.88428,-81.63106,Lake Wales
27.8056,-81.99511,Mulberry
27.42944,-81.96262,Ona
27.78249,-81.20136,River Ranch
28.25882,-81.84769,Polk City
27.50571,-81.36071,Sebring
27.50911,-81.53147,Sebring
27.56181,-81.77855,Wauchula
27.41813,-81.49198,Sebring
27.4269,-81.35086,Sebring
27.98766,-81.61985,Waverly
27.9914,-81.77448,Winter Haven
28.05439,-81.70081,Winter Haven
27.97669,-81.67653,Winter Haven
27.4558,-81.68354,Zolfo Springs
28.24663,-81.57526,Davenport
28.28088,-81.69533,Davenport
27.83946,-81.34943,Lake Wales
26.62304,-81.88228,Fort Myers
26.68217,-81.90688,North Fort Myers
26.57601,-81.94536,Cape Coral
26.66873,-81.76166,Fort Myers
26.56447,-81.87171,Fort Myers
26.48857,-81.91319,Fort Myers
26.72032,-81.96443,Cape Coral
26.53288,-81.82502,Fort Myers
26.51718,-81.69712,Fort Myers
26.57052,-82.01944,Cape Coral
26.63998,-81.84104,Fort Myers
26.75403,-81.84779,North Fort Myers
26.55607,-81.90388,Fort Myers
26.72903,-81.6529,Alva
26.77919,-82.25386,Boca Grande
26.66476,-82.15897,Bokeelia
26.54521,-82.19832,Captiva
26.43545,-81.71002,Estero
26.55916,-81.40069,Felda
26.44036,-81.90974,Fort Myers Beach
26.75692,-81.41966,Labelle
26.6292,-81.5602,Lehigh Acres
26.97163,-81.36924,Palmdale
26.853,-82.26958,Placida
26.89015,-82.27184,Rotonda West
26.98411,-82.15126,Port Charlotte
26.91166,-82.04009,Punta Gorda
26.99008,-82.0972,Port Charlotte
26.99991,-82.21222,Port Charlotte
27.02506,-82.12167,Port Charlotte
26.82528,-81.97007,Punta Gorda
26.54622,-82.09589,Saint James City
26.4534,-82.10228,Sanibel
27.07709,-81.41682,Venus
26.46126,-81.76862,Fort Myers
26.58234,-81.83206,Fort Myers
26.47226,-81.81231,Fort Myers
26.63856,-81.69948,Lehigh Acres
26.64954,-81.61721,Lehigh Acres
26.6014,-81.73012,Lehigh Acres
26.56205,-81.60271,Lehigh Acres
26.59128,-81.68543,Lehigh Acres
26.98062,-82.05206,Punta Gorda
26.87544,-82.21047,Port Charlotte
26.91587,-81.75753,Punta Gorda
27.00712,-82.01508,Punta Gorda
26.62875,-81.94602,Cape Coral
26.63074,-82.01065,Cape Coral
26.67194,-82.04522,Cape Coral
26.05694,-81.78056,Naples
26.13783,-81.79654,Naples
26.19197,-81.80207,Naples
26.15321,-81.74214,Naples
26.18938,-81.7626,Naples
26.24533,-81.80694,Naples
26.24073,-81.76365,Naples
26.29619,-81.78505,Naples
26.12053,-81.73908,Naples
26.05685,-81.73523,Naples
25.98902,-81.58517,Naples
26.18816,-81.71058,Naples
26.11864,-81.548,Naples
26.26658,-81.71493,Naples
26.31382,-81.58344,Naples
26.36634,-81.83503,Bonita Springs
26.36923,-81.73303,Bonita Springs
26.03542,-81.40757,Copeland
25.82255,-81.37084,Chokoloskee
25.85449,-81.38253,Everglades City
25.92531,-81.65888,Goodland
25.91774,-81.07706,Ochopee
26.31392,-81.28601,Immokalee
25.91903,-81.69506,Marco Island
27.4029,-82.46784,Bradenton
27.40722,-82.39254,Bradenton
