"Row_ID","Order_ID","Order_Date","Ship_Date","Ship_Mode","Customer_ID","Country/Region","City","State/Province","Postal Code","division","region","Product_ID","Product_Name","sales","units","Gross_Profit","cost","prod_margin"
706,US-2021-103317-OTH-KAZ-38000,"7/5/2021","12/29/2026",First Class,103317,United States,Palm Coast,Florida,,Other,Gulf,OTH-KAZ-38000,Kazookles,16.25,5,1.25,15.0,7.69
3146,US-2022-132465-CHO-SCR-58000,"9/11/2022","3/7/2028",Second Class,132465,United States,New York City,New York,,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
3155,US-2022-132465-CHO-FUD-51000,"9/11/2022","3/7/2028",Second Class,132465,United States,New York City,New York,,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.67
3156,US-2022-132465-OTH-LIC-15000,"9/11/2022","3/7/2028",Second Class,132465,United States,New York City,New York,,Other,Atlantic,OTH-LIC-15000,Lickable Wallpaper,20.0,1,10.0,10.0,50.00
3157,US-2022-132465-CHO-NUT-13000,"9/11/2022","3/7/2028",Second Class,132465,United States,New York City,New York,,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,71.35
5612,US-2023-149195-CHO-FUD-51000,"9/5/2023","2/27/2029",Second Class,149195,United States,Houston,Texas,,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,66.67
5618,US-2023-149195-CHO-SCR-58000,"9/5/2023","2/27/2029",Second Class,149195,United States,Houston,Texas,,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44
5619,US-2023-149195-CHO-TRI-54000,"9/5/2023","2/27/2029",Second Class,149195,United States,Houston,Texas,,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33
1158,US-2021-166744-CHO-MIL-31000,"9/20/2021","3/17/2027",Standard Class,166744,United States,Columbia,Maryland,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
1162,US-2021-166744-CHO-SCR-58000,"9/20/2021","3/17/2027",Standard Class,166744,United States,Columbia,Maryland,,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
1172,US-2021-166744-CHO-SCR-58000,"9/20/2021","3/17/2027",Standard Class,166744,United States,Columbia,Maryland,,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
1306,US-2021-119977-CHO-SCR-58000,"10/8/2021","4/5/2027",Second Class,119977,United States,New York City,New York,,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44
1330,US-2021-139451-CHO-FUD-51000,"10/12/2021","4/8/2027",Standard Class,139451,United States,San Francisco,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.67
1331,US-2021-139451-CHO-SCR-58000,"10/12/2021","4/8/2027",Standard Class,139451,United States,San Francisco,California,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44
4659,US-2023-151498-CHO-FUD-51000,"4/21/2023","10/14/2028",First Class,151498,United States,Seattle,Washington,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.67
5099,US-2023-114951-CHO-SCR-58000,"6/26/2023","12/23/2028",Standard Class,114951,United States,San Francisco,California,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
6713,US-2023-114860-CHO-SCR-58000,"12/22/2023","6/19/2029",Standard Class,114860,United States,Moreno Valley,California,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,69.44
6714,US-2023-114860-CHO-FUD-51000,"12/22/2023","6/19/2029",Standard Class,114860,United States,Moreno Valley,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67
7740,US-2024-136882-CHO-TRI-54000,"5/27/2024","11/24/2029",Standard Class,136882,United States,Tulsa,Oklahoma,,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33
1280,US-2021-108903-CHO-TRI-54000,"10/3/2021","3/26/2027",Same Day,108903,United States,Columbus,Ohio,,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33
1282,US-2021-108903-CHO-SCR-58000,"10/3/2021","3/26/2027",Same Day,108903,United States,Columbus,Ohio,,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44
1287,US-2021-108903-CHO-SCR-58000,"10/3/2021","3/26/2027",Same Day,108903,United States,Columbus,Ohio,,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
2309,US-2022-121272-CHO-TRI-54000,"3/29/2022","9/25/2027",Standard Class,121272,United States,Seattle,Washington,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33
3031,US-2022-169299-CHO-FUD-51000,"8/24/2022","2/16/2028",First Class,169299,United States,Portland,Oregon,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67
3805,US-2022-168935-CHO-SCR-58000,"11/27/2022","5/24/2028",Standard Class,168935,United States,Pembroke Pines,Florida,,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
3815,US-2022-168935-CHO-SCR-58000,"11/27/2022","5/24/2028",Standard Class,168935,United States,Pembroke Pines,Florida,,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
4800,US-2023-133144-CHO-SCR-58000,"5/16/2023","11/10/2028",Second Class,133144,United States,Los Angeles,California,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
7327,US-2024-102771-CHO-NUT-13000,"3/31/2024","9/26/2029",Standard Class,102771,United States,New York City,New York,,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.35
7791,US-2024-140760-CHO-TRI-54000,"6/2/2024","11/26/2029",Second Class,140760,United States,Mesa,Arizona,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33
7793,US-2024-140760-CHO-SCR-58000,"6/2/2024","11/26/2029",Second Class,140760,United States,Mesa,Arizona,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,69.44
7988,US-2024-100636-CHO-MIL-31000,"6/26/2024","12/21/2029",Standard Class,100636,United States,New York City,New York,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
8381,US-2024-100398-CHO-MIL-31000,"8/19/2024","2/13/2030",Standard Class,100398,United States,Salt Lake City,Utah,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
937,CA-2021-115777-CHO-NUT-13000,"8/19/2021","2/14/2027",Standard Class,115777,Canada,Montreal,Quebec,,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,71.35
3581,US-2022-126669-CHO-MIL-31000,"11/7/2022","5/5/2028",Standard Class,126669,United States,Houston,Texas,,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
8384,US-2024-115777-CHO-NUT-13000,"8/19/2024","2/14/2030",Standard Class,115777,United States,Lawrence,Massachusetts,,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.35
8386,CA-2024-115777-CHO-NUT-13000,"8/19/2024","2/14/2030",Standard Class,115777,Canada,Montreal,Quebec,,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,71.35
8536,US-2024-117450-CHO-MIL-31000,"9/4/2024","3/1/2030",Standard Class,117450,United States,Boynton Beach,Florida,,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
8552,US-2024-117450-CHO-SCR-58000,"9/4/2024","3/1/2030",Standard Class,117450,United States,Boynton Beach,Florida,,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
8715,US-2024-165008-CHO-TRI-54000,"9/15/2024","3/10/2030",Second Class,165008,United States,Salt Lake City,Utah,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,65.33
8849,US-2024-102309-CHO-MIL-31000,"9/23/2024","3/18/2030",Second Class,102309,United States,Pine Bluff,Arkansas,,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
8854,US-2024-102309-CHO-NUT-13000,"9/23/2024","3/18/2030",Second Class,102309,United States,Pine Bluff,Arkansas,,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.35
9683,US-2024-133207-CHO-TRI-54000,"11/27/2024","5/26/2030",Standard Class,133207,United States,Los Angeles,California,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33
9805,US-2024-118003-CHO-MIL-31000,"12/4/2024","6/2/2030",Standard Class,118003,United States,Paterson,New Jersey,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
9807,US-2024-118003-CHO-TRI-54000,"12/4/2024","6/2/2030",Standard Class,118003,United States,Paterson,New Jersey,,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33
9809,US-2024-118003-CHO-SCR-58000,"12/4/2024","6/2/2030",Standard Class,118003,United States,Paterson,New Jersey,,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44
1,US-2021-103800-CHO-MIL-31000,"1/3/2021","6/30/2026",Standard Class,103800,United States,Houston,Texas,,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
1565,US-2021-122609-CHO-MIL-31000,"11/12/2021","5/11/2027",Standard Class,122609,United States,Carrollton,Texas,,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
1573,US-2021-122609-CHO-TRI-54000,"11/12/2021","5/11/2027",Standard Class,122609,United States,Carrollton,Texas,,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33
2413,US-2022-115742-CHO-FUD-51000,"4/18/2022","10/13/2027",Standard Class,115742,United States,New Albany,Indiana,,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.67
2414,US-2022-115742-CHO-FUD-51000,"4/18/2022","10/13/2027",Standard Class,115742,United States,New Albany,Indiana,,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67
2419,US-2022-115742-CHO-FUD-51000,"4/18/2022","10/13/2027",Standard Class,115742,United States,New Albany,Indiana,,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.67
2420,US-2022-115742-CHO-SCR-58000,"4/18/2022","10/13/2027",Standard Class,115742,United States,New Albany,Indiana,,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,69.44
3786,US-2022-105347-CHO-NUT-13000,"11/24/2022","5/20/2028",Standard Class,105347,United States,Los Angeles,California,,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.35
3790,US-2022-105347-CHO-FUD-51000,"11/24/2022","5/20/2028",Standard Class,105347,United States,Los Angeles,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,66.67
4794,US-2023-141180-CHO-NUT-13000,"5/15/2023","11/8/2028",Second Class,141180,United States,Fort Lauderdale,Florida,,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.35
6263,US-2023-166618-CHO-MIL-31000,"11/14/2023","5/10/2029",Standard Class,166618,United States,New York City,New York,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92
6274,US-2023-166618-CHO-MIL-31000,"11/14/2023","5/10/2029",Standard Class,166618,United States,New York City,New York,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
7106,US-2024-142174-CHO-SCR-58000,"3/4/2024","8/30/2029",Standard Class,142174,United States,Houston,Texas,,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
7640,US-2024-154872-CHO-NUT-13000,"5/14/2024","11/8/2029",Standard Class,154872,United States,Cleveland,Ohio,,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.35
7642,US-2024-154872-CHO-TRI-54000,"5/14/2024","11/8/2029",Standard Class,154872,United States,Cleveland,Ohio,,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33
7645,US-2024-154872-CHO-MIL-31000,"5/14/2024","11/8/2029",Standard Class,154872,United States,Cleveland,Ohio,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92
8433,US-2024-157350-CHO-FUD-51000,"8/26/2024","2/22/2030",Standard Class,157350,United States,Chicago,Illinois,,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.67
3016,US-2022-132080-CHO-NUT-13000,"8/22/2022","2/15/2028",First Class,132080,United States,New York City,New York,,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,71.35
5059,US-2023-152534-CHO-FUD-51000,"6/20/2023","12/15/2028",Second Class,152534,United States,Salinas,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67
5064,US-2023-152534-CHO-SCR-58000,"6/20/2023","12/15/2028",Second Class,152534,United States,Salinas,California,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,69.44
5801,US-2023-159009-CHO-TRI-54000,"9/23/2023","3/19/2029",Standard Class,159009,United States,Seattle,Washington,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33
5807,US-2023-159009-CHO-NUT-13000,"9/23/2023","3/19/2029",Standard Class,159009,United States,Seattle,Washington,,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.35
6539,US-2023-162390-CHO-MIL-31000,"12/6/2023","6/3/2029",Standard Class,162390,United States,Hempstead,New York,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,42.25,13,27.43,14.82,64.92
6542,US-2023-162390-CHO-TRI-54000,"12/6/2023","6/3/2029",Standard Class,162390,United States,Hempstead,New York,,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33
6549,US-2023-162390-CHO-SCR-58000,"12/6/2023","6/3/2029",Standard Class,162390,United States,Hempstead,New York,,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
7404,US-2024-141663-CHO-TRI-54000,"4/13/2024","10/8/2029",Standard Class,141663,United States,Philadelphia,Pennsylvania,,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33
8779,US-2024-102974-CHO-TRI-54000,"9/19/2024","3/17/2030",Standard Class,102974,United States,Los Angeles,California,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33
8782,US-2024-102974-CHO-MIL-31000,"9/19/2024","3/17/2030",Standard Class,102974,United States,Los Angeles,California,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
8788,US-2024-102974-CHO-SCR-58000,"9/19/2024","3/17/2030",Standard Class,102974,United States,Los Angeles,California,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44
10019,US-2024-155362-CHO-NUT-13000,"12/17/2024","6/13/2030",Standard Class,155362,United States,Eau Claire,Wisconsin,,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.35
10116,US-2024-163671-CHO-SCR-58000,"12/24/2024","6/22/2030",Standard Class,163671,United States,Meridian,Idaho,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
1767,US-2021-112158-CHO-MIL-31000,"12/2/2021","5/27/2027",First Class,112158,United States,New York City,New York,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92
1774,US-2021-112158-CHO-SCR-58000,"12/2/2021","5/27/2027",First Class,112158,United States,New York City,New York,,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,69.44
1780,US-2021-112158-CHO-SCR-58000,"12/2/2021","5/27/2027",First Class,112158,United States,New York City,New York,,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44
3420,US-2022-112522-CHO-MIL-31000,"10/10/2022","4/8/2028",Standard Class,112522,United States,Chicago,Illinois,,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
535,US-2021-129574-CHO-SCR-58000,"5/26/2021","11/19/2026",First Class,129574,United States,Murray,Utah,,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44
1322,US-2021-116834-CHO-NUT-13000,"10/11/2021","4/8/2027",Standard Class,116834,United States,Seattle,Washington,,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,38.39,11,27.39,11.0,71.35
1329,US-2021-116834-CHO-NUT-13000,"10/11/2021","4/8/2027",Standard Class,116834,United States,Seattle,Washington,,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.35
3620,US-2022-169796-CHO-MIL-31000,"11/9/2022","5/6/2028",Standard Class,169796,United States,New York City,New York,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
3624,US-2022-169796-OTH-KAZ-38000,"11/9/2022","5/6/2028",Standard Class,169796,United States,New York City,New York,,Other,Atlantic,OTH-KAZ-38000,Kazookles,6.5,2,0.5,6.0,7.69
4013,US-2022-139962-CHO-MIL-31000,"12/13/2022","6/11/2028",Standard Class,139962,United States,Revere,Massachusetts,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
4016,US-2022-139962-CHO-FUD-51000,"12/13/2022","6/11/2028",Standard Class,139962,United States,Revere,Massachusetts,,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67
4217,US-2023-152072-CHO-MIL-31000,"1/15/2023","7/11/2028",Standard Class,152072,United States,Westfield,New Jersey,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
4220,US-2023-152072-OTH-GUM-21000,"1/15/2023","7/11/2028",Standard Class,152072,United States,Westfield,New Jersey,,Other,Atlantic,OTH-GUM-21000,Wonka Gum,2.5,2,1.3,1.2,52.00
4223,US-2023-152072-CHO-TRI-54000,"1/15/2023","7/11/2028",Standard Class,152072,United States,Westfield,New Jersey,,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33
7892,US-2024-169691-CHO-SCR-58000,"6/15/2024","12/9/2029",First Class,169691,United States,Maple Grove,Minnesota,,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
7894,US-2024-169691-CHO-MIL-31000,"6/15/2024","12/9/2029",First Class,169691,United States,Maple Grove,Minnesota,,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
7895,US-2024-169691-CHO-TRI-54000,"6/15/2024","12/9/2029",First Class,169691,United States,Maple Grove,Minnesota,,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33
8418,US-2024-132381-CHO-FUD-51000,"8/22/2024","2/14/2030",First Class,132381,United States,Philadelphia,Pennsylvania,,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67
8576,US-2024-163692-CHO-MIL-31000,"9/7/2024","3/2/2030",First Class,163692,United States,Phoenix,Arizona,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92
8721,US-2024-139822-CHO-MIL-31000,"9/15/2024","3/14/2030",Standard Class,139822,United States,Waterbury,Connecticut,,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
8722,US-2024-139822-SUG-LAF-25000,"9/15/2024","3/14/2030",Standard Class,139822,United States,Waterbury,Connecticut,,Sugar,Atlantic,SUG-LAF-25000,Laffy Taffy,3.98,2,2.48,1.5,62.31
8958,US-2024-162558-CHO-SCR-58000,"10/2/2024","3/28/2030",First Class,162558,United States,Knoxville,Tennessee,,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
8961,US-2024-162558-CHO-MIL-31000,"10/2/2024","3/28/2030",First Class,162558,United States,Knoxville,Tennessee,,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
8962,US-2024-162558-CHO-MIL-31000,"10/2/2024","3/28/2030",First Class,162558,United States,Knoxville,Tennessee,,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92
8963,US-2024-162558-CHO-FUD-51000,"10/2/2024","3/28/2030",First Class,162558,United States,Knoxville,Tennessee,,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.67
8969,US-2024-162558-CHO-SCR-58000,"10/2/2024","3/28/2030",First Class,162558,United States,Knoxville,Tennessee,,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
8973,US-2024-162558-CHO-SCR-58000,"10/2/2024","3/28/2030",First Class,162558,United States,Knoxville,Tennessee,,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44
8975,US-2024-162558-CHO-NUT-13000,"10/2/2024","3/28/2030",First Class,162558,United States,Knoxville,Tennessee,,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.35
9026,US-2024-148404-CHO-FUD-51000,"10/7/2024","4/3/2030",Standard Class,148404,United States,Charlotte,North Carolina,,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67
9028,US-2024-148404-CHO-TRI-54000,"10/7/2024","4/3/2030",Standard Class,148404,United States,Charlotte,North Carolina,,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33
9029,US-2024-148404-CHO-FUD-51000,"10/7/2024","4/3/2030",Standard Class,148404,United States,Charlotte,North Carolina,,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.67
9031,US-2024-148404-CHO-TRI-54000,"10/7/2024","4/3/2030",Standard Class,148404,United States,Charlotte,North Carolina,,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33
9035,US-2024-148404-CHO-MIL-31000,"10/7/2024","4/3/2030",Standard Class,148404,United States,Charlotte,North Carolina,,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92
705,US-2021-107139-CHO-TRI-54000,"7/5/2021","1/1/2027",Standard Class,107139,United States,Los Angeles,California,,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33
1045,US-2021-168592-CHO-NUT-13000,"9/8/2021","3/7/2027",Standard Class,168592,United States,San Francisco,California,,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.35
1054,US-2021-168592-CHO-FUD-51000,"9/8/2021","3/7/2027",Standard Class,168592,United States,San Francisco,California,,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.67
1059,US-2021-168592-CHO-MIL-31000,"9/8/2021","3/7/2027",Standard Class,168592,United States,San Francisco,California,,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92
1936,US-2021-134621-CHO-SCR-58000,"12/21/2021","6/20/2027",Standard Class,134621,United States,Columbia,Tennessee,,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
2292,US-2022-118423-CHO-SCR-58000,"3/24/2022","9/17/2027",First Class,118423,United States,Peoria,Illinois,,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44
2526,US-2022-129217-CHO-MIL-31000,"5/10/2022","10/31/2027",Same Day,129217,United States,Aurora,Illinois,,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92
2527,US-2022-129217-CHO-SCR-58000,"5/10/2022","10/31/2027",Same Day,129217,United States,Aurora,Illinois,,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44
